,0,1,2,3,4,5,6
0,0.784,0.118,0.024,0.016,0.012,0.026,0.02
1,0.944,0.008,0.004,0.004,0.002,0.038,0.0
2,0.976,0.0,0.024,0.0,0.0,0.0,0.0
3,0.698,0.014,0.048,0.054,0.028,0.13,0.028
4,0.988,0.0,0.002,0.004,0.0,0.006,0.0
5,0.984,0.004,0.006,0.002,0.0,0.004,0.0
6,0.996,0.0,0.0,0.002,0.0,0.002,0.0
7,0.92,0.046,0.022,0.004,0.0,0.002,0.006
8,0.99,0.006,0.004,0.0,0.0,0.0,0.0
9,0.976,0.016,0.0,0.0,0.0,0.0,0.008
10,0.914,0.03,0.002,0.0,0.002,0.006,0.046
11,0.922,0.034,0.008,0.004,0.002,0.026,0.004
12,0.966,0.004,0.01,0.006,0.002,0.012,0.0
13,0.938,0.006,0.016,0.004,0.006,0.024,0.006
14,0.898,0.024,0.028,0.006,0.006,0.036,0.002
15,0.49,0.038,0.028,0.07,0.032,0.284,0.058
16,0.982,0.01,0.004,0.0,0.002,0.0,0.002
17,0.992,0.002,0.004,0.0,0.0,0.0,0.002
18,0.892,0.036,0.008,0.004,0.006,0.0,0.054
19,0.994,0.0,0.002,0.0,0.0,0.004,0.0
20,0.98,0.002,0.01,0.004,0.004,0.0,0.0
21,0.712,0.02,0.126,0.018,0.012,0.062,0.05
22,0.998,0.0,0.0,0.0,0.0,0.0,0.002
23,0.972,0.01,0.002,0.008,0.004,0.0,0.004
24,0.62,0.266,0.048,0.022,0.006,0.026,0.012
25,0.756,0.008,0.028,0.056,0.024,0.114,0.014
26,0.984,0.004,0.008,0.0,0.0,0.002,0.002
27,0.584,0.064,0.09,0.052,0.032,0.13,0.048
28,0.968,0.01,0.01,0.002,0.002,0.006,0.002
29,0.814,0.042,0.072,0.024,0.006,0.024,0.018
30,0.998,0.002,0.0,0.0,0.0,0.0,0.0
31,0.758,0.006,0.062,0.018,0.018,0.11,0.028
32,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.996,0.0,0.0,0.0,0.0,0.004,0.0
34,0.994,0.0,0.002,0.002,0.0,0.002,0.0
35,0.988,0.002,0.0,0.004,0.002,0.002,0.002
36,0.998,0.0,0.0,0.0,0.0,0.002,0.0
37,0.996,0.0,0.0,0.0,0.0,0.002,0.002
38,0.986,0.004,0.008,0.0,0.0,0.0,0.002
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.94,0.032,0.018,0.002,0.004,0.0,0.004
41,0.984,0.01,0.004,0.0,0.002,0.0,0.0
42,0.98,0.0,0.002,0.002,0.002,0.002,0.012
43,0.972,0.008,0.0,0.0,0.004,0.002,0.014
44,0.942,0.01,0.01,0.0,0.0,0.002,0.036
45,0.996,0.0,0.002,0.0,0.0,0.0,0.002
46,0.99,0.004,0.0,0.002,0.0,0.004,0.0
47,0.996,0.0,0.002,0.0,0.002,0.0,0.0
48,0.952,0.004,0.018,0.002,0.002,0.02,0.002
49,0.916,0.016,0.004,0.002,0.0,0.0,0.062
50,0.958,0.0,0.016,0.006,0.006,0.014,0.0
51,0.966,0.008,0.0,0.002,0.004,0.002,0.018
52,0.652,0.036,0.036,0.028,0.012,0.086,0.15
53,0.73,0.036,0.098,0.014,0.012,0.096,0.014
54,0.964,0.006,0.01,0.002,0.002,0.014,0.002
55,0.992,0.002,0.0,0.0,0.0,0.004,0.002
56,0.992,0.004,0.002,0.0,0.0,0.0,0.002
57,0.998,0.002,0.0,0.0,0.0,0.0,0.0
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.998,0.0,0.0,0.0,0.0,0.002,0.0
60,0.99,0.0,0.002,0.0,0.004,0.002,0.002
61,0.99,0.0,0.002,0.0,0.002,0.004,0.002
62,0.932,0.04,0.008,0.002,0.002,0.0,0.016
63,0.994,0.0,0.004,0.0,0.0,0.0,0.002
64,0.984,0.002,0.006,0.0,0.004,0.004,0.0
65,0.992,0.004,0.002,0.0,0.0,0.002,0.0
66,0.998,0.0,0.0,0.0,0.0,0.002,0.0
67,0.922,0.01,0.0,0.002,0.0,0.066,0.0
68,0.996,0.0,0.002,0.002,0.0,0.0,0.0
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.9,0.056,0.018,0.01,0.002,0.012,0.002
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.998,0.0,0.002,0.0,0.0,0.0,0.0
76,0.998,0.0,0.0,0.002,0.0,0.0,0.0
77,0.96,0.004,0.032,0.0,0.0,0.004,0.0
78,0.998,0.0,0.0,0.002,0.0,0.0,0.0
79,0.948,0.01,0.004,0.004,0.002,0.02,0.012
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.822,0.04,0.022,0.008,0.006,0.072,0.03
82,0.974,0.002,0.02,0.0,0.0,0.004,0.0
83,0.938,0.024,0.004,0.0,0.0,0.0,0.034
84,0.77,0.052,0.05,0.024,0.012,0.04,0.052
85,0.688,0.232,0.032,0.016,0.014,0.016,0.002
86,0.84,0.0,0.14,0.018,0.0,0.002,0.0
87,0.806,0.054,0.09,0.016,0.012,0.02,0.002
88,0.504,0.086,0.168,0.066,0.046,0.058,0.072
89,0.776,0.056,0.046,0.018,0.016,0.026,0.062
90,0.658,0.082,0.098,0.034,0.01,0.096,0.022
91,0.996,0.0,0.002,0.0,0.0,0.002,0.0
92,0.964,0.014,0.008,0.008,0.004,0.002,0.0
93,0.566,0.196,0.068,0.01,0.008,0.06,0.092
94,0.606,0.216,0.086,0.008,0.016,0.046,0.022
95,0.778,0.106,0.042,0.022,0.018,0.018,0.016
96,0.796,0.034,0.06,0.016,0.016,0.042,0.036
97,0.712,0.036,0.092,0.022,0.016,0.09,0.032
98,0.564,0.104,0.052,0.02,0.01,0.074,0.176
99,0.304,0.544,0.038,0.038,0.008,0.022,0.046
100,0.976,0.012,0.0,0.0,0.006,0.004,0.002
101,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.996,0.0,0.0,0.0,0.0,0.004,0.0
103,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.998,0.002,0.0,0.0,0.0,0.0,0.0
105,0.988,0.0,0.008,0.002,0.0,0.002,0.0
106,0.978,0.01,0.004,0.004,0.0,0.0,0.004
107,0.798,0.166,0.022,0.002,0.01,0.002,0.0
108,0.906,0.01,0.034,0.006,0.01,0.016,0.018
109,0.99,0.006,0.0,0.004,0.0,0.0,0.0
110,0.996,0.0,0.002,0.0,0.0,0.0,0.002
111,0.996,0.002,0.0,0.002,0.0,0.0,0.0
112,0.998,0.0,0.0,0.0,0.0,0.0,0.002
113,0.998,0.0,0.0,0.0,0.0,0.002,0.0
114,0.86,0.034,0.034,0.008,0.0,0.01,0.054
115,0.738,0.062,0.094,0.014,0.01,0.064,0.018
116,0.998,0.0,0.0,0.0,0.0,0.002,0.0
117,0.848,0.092,0.018,0.008,0.01,0.01,0.014
118,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.89,0.044,0.02,0.012,0.004,0.02,0.01
120,0.988,0.002,0.0,0.002,0.0,0.006,0.002
121,0.99,0.002,0.0,0.002,0.0,0.006,0.0
122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.908,0.056,0.01,0.004,0.006,0.01,0.006
124,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.906,0.008,0.024,0.012,0.014,0.03,0.006
126,0.99,0.004,0.004,0.0,0.0,0.0,0.002
127,0.99,0.002,0.004,0.002,0.0,0.002,0.0
128,0.806,0.046,0.086,0.004,0.002,0.034,0.022
129,0.848,0.088,0.012,0.008,0.012,0.014,0.018
130,0.99,0.0,0.004,0.0,0.002,0.0,0.004
131,0.004,0.96,0.004,0.016,0.004,0.01,0.002
132,0.0,0.99,0.0,0.002,0.002,0.004,0.002
133,0.002,0.998,0.0,0.0,0.0,0.0,0.0
134,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.998,0.0,0.0,0.002,0.0,0.0
136,0.008,0.972,0.012,0.0,0.004,0.004,0.0
137,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,0.0,1.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.996,0.002,0.002,0.0,0.0,0.0
140,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,0.002,0.994,0.0,0.002,0.0,0.0,0.002
143,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,0.002,0.968,0.01,0.012,0.006,0.002,0.0
145,0.002,0.806,0.026,0.056,0.046,0.006,0.058
146,0.018,0.716,0.054,0.052,0.086,0.042,0.032
147,0.0,0.988,0.006,0.002,0.0,0.002,0.002
148,0.0,0.924,0.01,0.014,0.026,0.004,0.022
149,0.0,0.984,0.008,0.004,0.004,0.0,0.0
150,0.01,0.968,0.01,0.0,0.002,0.004,0.006
151,0.0,0.994,0.0,0.002,0.002,0.0,0.002
152,0.0,0.996,0.002,0.0,0.002,0.0,0.0
153,0.064,0.748,0.016,0.056,0.024,0.02,0.072
154,0.046,0.938,0.002,0.004,0.008,0.002,0.0
155,0.004,0.952,0.002,0.008,0.018,0.016,0.0
156,0.002,0.998,0.0,0.0,0.0,0.0,0.0
157,0.002,0.996,0.0,0.0,0.0,0.0,0.002
158,0.008,0.92,0.038,0.0,0.0,0.016,0.018
159,0.0,0.996,0.0,0.0,0.0,0.002,0.002
160,0.066,0.582,0.1,0.018,0.042,0.144,0.048
161,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,0.01,0.864,0.08,0.014,0.018,0.01,0.004
163,0.0,0.98,0.01,0.004,0.002,0.002,0.002
164,0.0,0.992,0.002,0.002,0.004,0.0,0.0
165,0.004,0.948,0.014,0.006,0.004,0.008,0.016
166,0.002,0.998,0.0,0.0,0.0,0.0,0.0
167,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.994,0.002,0.0,0.002,0.0,0.002
170,0.0,0.998,0.0,0.0,0.002,0.0,0.0
171,0.004,0.986,0.002,0.0,0.004,0.004,0.0
172,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,0.02,0.864,0.048,0.022,0.024,0.02,0.002
174,0.014,0.868,0.006,0.014,0.002,0.004,0.092
175,0.0,1.0,0.0,0.0,0.0,0.0,0.0
176,0.006,0.97,0.016,0.0,0.0,0.002,0.006
177,0.052,0.786,0.036,0.02,0.026,0.036,0.044
178,0.016,0.968,0.004,0.002,0.004,0.002,0.004
179,0.04,0.808,0.076,0.024,0.03,0.016,0.006
180,0.01,0.966,0.008,0.008,0.004,0.002,0.002
181,0.0,0.994,0.004,0.002,0.0,0.0,0.0
182,0.0,0.982,0.0,0.002,0.01,0.0,0.006
183,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.998,0.0,0.0,0.002,0.0,0.0
185,0.002,0.988,0.006,0.0,0.002,0.002,0.0
186,0.0,0.99,0.006,0.002,0.0,0.002,0.0
187,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,0.02,0.934,0.028,0.004,0.006,0.006,0.002
189,0.0,0.996,0.0,0.002,0.0,0.0,0.002
190,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,0.002,0.958,0.002,0.014,0.004,0.016,0.004
192,0.02,0.952,0.0,0.002,0.008,0.01,0.008
193,0.0,0.988,0.008,0.002,0.002,0.0,0.0
194,0.0,0.99,0.006,0.002,0.002,0.0,0.0
195,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,0.006,0.946,0.01,0.008,0.01,0.01,0.01
198,0.0,1.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.986,0.0,0.0,0.0,0.0,0.014
200,0.014,0.962,0.004,0.006,0.004,0.008,0.002
201,0.022,0.93,0.024,0.008,0.008,0.006,0.002
202,0.0,0.998,0.0,0.0,0.0,0.002,0.0
203,0.0,1.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.998,0.002,0.0,0.0,0.0,0.0
205,0.002,0.984,0.004,0.002,0.006,0.002,0.0
206,0.0,0.982,0.002,0.002,0.002,0.008,0.004
207,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.998,0.0,0.0,0.002,0.0,0.0
209,0.008,0.95,0.004,0.016,0.008,0.006,0.008
210,0.002,0.98,0.002,0.006,0.004,0.004,0.002
211,0.018,0.946,0.02,0.004,0.002,0.0,0.01
212,0.0,0.998,0.0,0.0,0.002,0.0,0.0
213,0.0,0.978,0.01,0.002,0.008,0.002,0.0
214,0.0,0.994,0.006,0.0,0.0,0.0,0.0
215,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,0.04,0.92,0.012,0.0,0.014,0.01,0.004
218,0.0,0.98,0.002,0.008,0.002,0.008,0.0
219,0.046,0.78,0.006,0.03,0.038,0.022,0.078
220,0.068,0.424,0.108,0.058,0.092,0.114,0.136
221,0.004,0.99,0.002,0.002,0.002,0.0,0.0
222,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,0.008,0.992,0.0,0.0,0.0,0.0,0.0
224,0.014,0.88,0.014,0.03,0.014,0.018,0.03
225,0.01,0.976,0.004,0.004,0.0,0.004,0.002
226,0.01,0.912,0.03,0.01,0.004,0.024,0.01
227,0.0,0.986,0.012,0.0,0.0,0.002,0.0
228,0.082,0.698,0.134,0.004,0.004,0.026,0.052
229,0.0,0.996,0.002,0.0,0.002,0.0,0.0
230,0.0,0.992,0.004,0.0,0.004,0.0,0.0
231,0.006,0.986,0.0,0.0,0.0,0.002,0.006
232,0.09,0.898,0.0,0.002,0.0,0.01,0.0
233,0.0,1.0,0.0,0.0,0.0,0.0,0.0
234,0.002,0.988,0.002,0.002,0.002,0.002,0.002
235,0.0,0.988,0.002,0.004,0.006,0.0,0.0
236,0.0,1.0,0.0,0.0,0.0,0.0,0.0
237,0.002,0.986,0.004,0.002,0.0,0.006,0.0
238,0.0,0.99,0.004,0.002,0.0,0.004,0.0
239,0.052,0.934,0.006,0.004,0.004,0.0,0.0
240,0.0,0.984,0.0,0.002,0.0,0.004,0.01
241,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243,0.048,0.938,0.01,0.004,0.0,0.0,0.0
244,0.004,0.942,0.028,0.01,0.01,0.006,0.0
245,0.016,0.878,0.036,0.014,0.022,0.028,0.006
246,0.006,0.984,0.006,0.002,0.002,0.0,0.0
247,0.006,0.992,0.0,0.0,0.002,0.0,0.0
248,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,0.02,0.84,0.022,0.016,0.028,0.018,0.056
250,0.0,1.0,0.0,0.0,0.0,0.0,0.0
251,0.0,1.0,0.0,0.0,0.0,0.0,0.0
