,0,1,2,3,4,5,6
0,0.988,0.0,0.0,0.0,0.004,0.004,0.004
1,0.912,0.042,0.008,0.008,0.014,0.014,0.002
2,0.936,0.0,0.008,0.002,0.006,0.048,0.0
3,0.99,0.0,0.006,0.002,0.002,0.0,0.0
4,0.996,0.0,0.0,0.0,0.004,0.0,0.0
5,0.994,0.002,0.0,0.002,0.002,0.0,0.0
6,0.974,0.01,0.008,0.004,0.0,0.002,0.002
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.998,0.0,0.0,0.0,0.002,0.0,0.0
10,0.88,0.004,0.016,0.034,0.018,0.048,0.0
11,0.994,0.0,0.0,0.002,0.0,0.002,0.002
12,0.898,0.056,0.02,0.006,0.004,0.008,0.008
13,0.996,0.002,0.0,0.002,0.0,0.0,0.0
14,0.966,0.0,0.006,0.0,0.0,0.026,0.002
15,0.996,0.002,0.0,0.0,0.0,0.002,0.0
16,0.988,0.004,0.0,0.0,0.0,0.0,0.008
17,0.922,0.008,0.022,0.004,0.006,0.022,0.016
18,0.882,0.042,0.014,0.012,0.0,0.032,0.018
19,0.972,0.012,0.008,0.002,0.002,0.004,0.0
20,0.844,0.086,0.01,0.006,0.004,0.022,0.028
21,0.944,0.006,0.014,0.002,0.004,0.016,0.014
22,0.96,0.006,0.018,0.0,0.0,0.01,0.006
23,0.852,0.05,0.028,0.01,0.006,0.032,0.022
24,0.954,0.008,0.024,0.002,0.0,0.006,0.006
25,0.954,0.006,0.016,0.004,0.008,0.006,0.006
26,0.888,0.006,0.042,0.008,0.008,0.03,0.018
27,0.992,0.0,0.004,0.0,0.0,0.0,0.004
28,0.99,0.0,0.002,0.0,0.0,0.004,0.004
29,0.996,0.0,0.002,0.0,0.0,0.002,0.0
30,0.994,0.0,0.002,0.0,0.0,0.0,0.004
31,0.976,0.0,0.016,0.0,0.002,0.0,0.006
32,0.996,0.0,0.004,0.0,0.0,0.0,0.0
33,0.93,0.032,0.008,0.004,0.004,0.012,0.01
34,0.69,0.216,0.028,0.004,0.024,0.032,0.006
35,0.642,0.056,0.052,0.06,0.068,0.082,0.04
36,0.884,0.038,0.046,0.016,0.0,0.014,0.002
37,0.954,0.01,0.008,0.006,0.0,0.008,0.014
38,0.954,0.02,0.006,0.004,0.006,0.0,0.01
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.994,0.002,0.0,0.002,0.0,0.002,0.0
41,0.97,0.01,0.0,0.004,0.006,0.01,0.0
42,0.676,0.176,0.048,0.026,0.008,0.026,0.04
43,0.598,0.028,0.048,0.018,0.054,0.2,0.054
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.986,0.004,0.004,0.002,0.004,0.0,0.0
46,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.97,0.006,0.0,0.004,0.016,0.0,0.004
48,0.994,0.0,0.002,0.002,0.002,0.0,0.0
49,0.994,0.004,0.002,0.0,0.0,0.0,0.0
50,0.988,0.0,0.002,0.0,0.002,0.004,0.004
51,0.996,0.0,0.0,0.0,0.0,0.002,0.002
52,0.982,0.004,0.004,0.0,0.0,0.006,0.004
53,0.988,0.0,0.004,0.0,0.0,0.002,0.006
54,0.966,0.006,0.004,0.0,0.0,0.0,0.024
