,0,1,2,3,4,5,6
0,0.514,0.126,0.13,0.018,0.024,0.108,0.08
1,0.996,0.002,0.0,0.0,0.0,0.002,0.0
2,0.99,0.0,0.002,0.0,0.0,0.004,0.004
3,0.944,0.03,0.012,0.004,0.004,0.004,0.002
4,0.744,0.01,0.046,0.074,0.028,0.078,0.02
5,0.496,0.08,0.096,0.032,0.02,0.17,0.106
6,0.988,0.004,0.002,0.0,0.002,0.002,0.002
7,0.938,0.014,0.014,0.008,0.006,0.016,0.004
8,0.996,0.004,0.0,0.0,0.0,0.0,0.0
9,0.992,0.002,0.0,0.0,0.002,0.004,0.0
10,0.888,0.056,0.022,0.008,0.006,0.006,0.014
11,0.992,0.002,0.002,0.0,0.0,0.0,0.004
12,0.958,0.002,0.006,0.0,0.002,0.004,0.028
13,0.906,0.034,0.008,0.008,0.01,0.02,0.014
14,0.696,0.1,0.056,0.016,0.002,0.104,0.026
15,0.844,0.012,0.072,0.012,0.012,0.04,0.008
16,0.788,0.06,0.05,0.014,0.014,0.036,0.038
17,0.55,0.02,0.072,0.054,0.044,0.098,0.162
18,0.972,0.004,0.004,0.004,0.006,0.01,0.0
19,0.912,0.028,0.024,0.008,0.004,0.004,0.02
20,0.95,0.002,0.014,0.0,0.004,0.0,0.03
21,0.982,0.0,0.01,0.0,0.006,0.002,0.0
22,0.874,0.088,0.016,0.006,0.002,0.006,0.008
23,0.974,0.0,0.022,0.0,0.004,0.0,0.0
24,0.964,0.008,0.012,0.0,0.006,0.0,0.01
25,0.818,0.01,0.096,0.01,0.014,0.022,0.03
26,0.95,0.036,0.002,0.004,0.002,0.0,0.006
27,0.992,0.002,0.004,0.002,0.0,0.0,0.0
28,0.984,0.012,0.0,0.002,0.0,0.002,0.0
29,0.968,0.002,0.022,0.0,0.0,0.006,0.002
30,0.918,0.014,0.022,0.004,0.0,0.018,0.024
31,0.998,0.002,0.0,0.0,0.0,0.0,0.0
32,0.956,0.012,0.014,0.002,0.0,0.014,0.002
33,0.928,0.038,0.006,0.002,0.008,0.008,0.01
34,0.98,0.0,0.0,0.006,0.008,0.004,0.002
35,0.968,0.006,0.002,0.004,0.0,0.012,0.008
36,0.982,0.002,0.008,0.002,0.0,0.004,0.002
37,0.962,0.002,0.0,0.004,0.008,0.022,0.002
38,0.996,0.0,0.0,0.002,0.0,0.002,0.0
39,0.988,0.0,0.0,0.002,0.004,0.006,0.0
