,0,1,2,3,4,5,6
0,0.956,0.0,0.006,0.002,0.002,0.014,0.02
1,0.968,0.006,0.012,0.0,0.002,0.012,0.0
2,0.378,0.168,0.18,0.014,0.026,0.082,0.152
3,0.972,0.004,0.014,0.004,0.0,0.0,0.006
4,0.826,0.062,0.034,0.022,0.012,0.032,0.012
5,0.718,0.032,0.046,0.042,0.034,0.094,0.034
6,0.364,0.114,0.142,0.022,0.046,0.128,0.184
7,0.368,0.076,0.142,0.04,0.058,0.14,0.176
8,0.638,0.146,0.066,0.018,0.014,0.034,0.084
9,0.978,0.004,0.012,0.0,0.0,0.004,0.002
10,0.984,0.012,0.002,0.002,0.0,0.0,0.0
11,0.998,0.002,0.0,0.0,0.0,0.0,0.0
12,0.956,0.006,0.004,0.004,0.0,0.002,0.028
13,0.95,0.03,0.004,0.0,0.006,0.01,0.0
14,0.864,0.096,0.026,0.002,0.004,0.004,0.004
15,0.98,0.016,0.004,0.0,0.0,0.0,0.0
16,0.996,0.0,0.002,0.0,0.0,0.002,0.0
17,0.96,0.008,0.02,0.002,0.002,0.008,0.0
18,0.99,0.002,0.0,0.0,0.0,0.006,0.002
19,0.684,0.052,0.116,0.004,0.012,0.068,0.064
20,0.952,0.008,0.016,0.012,0.002,0.004,0.006
21,0.836,0.092,0.01,0.034,0.002,0.014,0.012
22,0.928,0.004,0.02,0.008,0.012,0.022,0.006
23,0.808,0.106,0.048,0.002,0.004,0.014,0.018
24,0.968,0.01,0.012,0.002,0.0,0.006,0.002
25,0.846,0.032,0.062,0.014,0.012,0.02,0.014
26,0.988,0.0,0.004,0.0,0.006,0.0,0.002
27,0.768,0.044,0.088,0.008,0.022,0.038,0.032
28,0.634,0.03,0.06,0.03,0.034,0.074,0.138
29,0.43,0.05,0.042,0.07,0.072,0.272,0.064
30,0.922,0.032,0.022,0.006,0.002,0.006,0.01
31,0.996,0.002,0.0,0.0,0.0,0.0,0.002
32,0.858,0.098,0.026,0.012,0.002,0.002,0.002
33,0.974,0.002,0.018,0.002,0.002,0.002,0.0
34,0.998,0.0,0.0,0.0,0.002,0.0,0.0
35,0.99,0.002,0.002,0.0,0.002,0.002,0.002
36,0.956,0.02,0.006,0.0,0.004,0.0,0.014
37,0.992,0.002,0.006,0.0,0.0,0.0,0.0
38,0.974,0.0,0.004,0.002,0.002,0.004,0.014
39,0.738,0.018,0.074,0.032,0.018,0.05,0.07
40,0.96,0.008,0.012,0.0,0.012,0.002,0.006
41,0.968,0.006,0.016,0.0,0.002,0.004,0.004
42,0.984,0.004,0.01,0.0,0.002,0.0,0.0
43,0.998,0.0,0.0,0.0,0.0,0.002,0.0
44,0.918,0.05,0.004,0.002,0.016,0.0,0.01
45,0.994,0.002,0.002,0.0,0.0,0.002,0.0
46,0.882,0.014,0.034,0.008,0.012,0.038,0.012
47,0.996,0.004,0.0,0.0,0.0,0.0,0.0
48,0.986,0.012,0.0,0.0,0.002,0.0,0.0
49,0.87,0.042,0.026,0.004,0.002,0.024,0.032
50,0.822,0.038,0.062,0.014,0.016,0.036,0.012
51,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.996,0.0,0.0,0.002,0.0,0.002,0.0
53,0.99,0.004,0.002,0.0,0.002,0.002,0.0
54,0.992,0.0,0.0,0.0,0.0,0.008,0.0
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.994,0.0,0.0,0.0,0.0,0.002,0.004
57,0.998,0.0,0.0,0.0,0.002,0.0,0.0
58,0.998,0.0,0.0,0.0,0.0,0.002,0.0
59,0.976,0.008,0.006,0.0,0.0,0.008,0.002
60,0.746,0.008,0.06,0.032,0.03,0.064,0.06
61,0.994,0.002,0.0,0.0,0.0,0.002,0.002
62,0.544,0.044,0.048,0.034,0.072,0.172,0.086
63,0.986,0.002,0.002,0.0,0.0,0.0,0.01
64,0.95,0.002,0.014,0.002,0.0,0.022,0.01
65,0.962,0.002,0.004,0.002,0.004,0.012,0.014
66,0.98,0.0,0.006,0.002,0.0,0.004,0.008
67,0.952,0.02,0.0,0.002,0.006,0.006,0.014
68,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.914,0.036,0.004,0.012,0.018,0.002,0.014
70,0.986,0.004,0.002,0.0,0.006,0.0,0.002
71,0.984,0.002,0.002,0.0,0.008,0.004,0.0
72,0.974,0.006,0.004,0.0,0.002,0.012,0.002
73,0.984,0.0,0.004,0.0,0.0,0.004,0.008
74,0.978,0.0,0.0,0.0,0.002,0.008,0.012
75,0.964,0.014,0.004,0.0,0.006,0.008,0.004
76,0.99,0.0,0.006,0.002,0.0,0.0,0.002
77,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.986,0.004,0.004,0.0,0.004,0.002,0.0
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.998,0.0,0.002,0.0,0.0,0.0,0.0
82,0.948,0.002,0.042,0.004,0.002,0.0,0.002
83,0.992,0.0,0.002,0.002,0.004,0.0,0.0
84,0.956,0.006,0.004,0.002,0.01,0.006,0.016
85,0.996,0.002,0.002,0.0,0.0,0.0,0.0
86,0.99,0.002,0.004,0.0,0.002,0.0,0.002
87,0.984,0.004,0.004,0.004,0.002,0.002,0.0
88,0.968,0.0,0.002,0.002,0.002,0.014,0.012
89,0.98,0.0,0.006,0.006,0.0,0.004,0.004
90,0.94,0.004,0.0,0.004,0.002,0.026,0.024
91,0.922,0.04,0.02,0.0,0.004,0.012,0.002
92,0.99,0.004,0.0,0.0,0.002,0.0,0.004
93,0.962,0.016,0.002,0.002,0.012,0.002,0.004
94,0.89,0.044,0.012,0.008,0.016,0.006,0.024
95,0.992,0.002,0.004,0.0,0.0,0.002,0.0
96,0.986,0.004,0.0,0.0,0.0,0.0,0.01
97,0.962,0.004,0.014,0.002,0.002,0.008,0.008
98,0.9,0.028,0.018,0.01,0.002,0.036,0.006
99,0.678,0.06,0.116,0.02,0.024,0.082,0.02
100,0.854,0.03,0.0,0.028,0.016,0.038,0.034
101,0.986,0.006,0.0,0.0,0.0,0.0,0.008
102,0.992,0.002,0.0,0.002,0.0,0.004,0.0
103,0.976,0.008,0.002,0.002,0.004,0.002,0.006
104,0.996,0.0,0.002,0.0,0.0,0.002,0.0
105,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.742,0.06,0.078,0.01,0.012,0.02,0.078
107,0.992,0.0,0.0,0.0,0.0,0.006,0.002
108,0.872,0.082,0.018,0.014,0.004,0.006,0.004
109,0.998,0.002,0.0,0.0,0.0,0.0,0.0
110,0.998,0.0,0.0,0.0,0.0,0.002,0.0
111,0.998,0.0,0.0,0.0,0.0,0.002,0.0
112,0.998,0.0,0.002,0.0,0.0,0.0,0.0
113,0.988,0.002,0.002,0.002,0.0,0.006,0.0
114,0.934,0.006,0.038,0.006,0.002,0.012,0.002
115,0.908,0.026,0.006,0.016,0.016,0.028,0.0
116,0.862,0.038,0.026,0.024,0.02,0.022,0.008
117,0.978,0.0,0.008,0.0,0.002,0.006,0.006
118,0.984,0.004,0.002,0.0,0.002,0.006,0.002
119,0.992,0.0,0.006,0.0,0.002,0.0,0.0
120,0.892,0.054,0.03,0.002,0.002,0.004,0.016
121,0.944,0.01,0.016,0.002,0.006,0.008,0.014
122,0.998,0.0,0.0,0.002,0.0,0.0,0.0
123,0.82,0.044,0.072,0.022,0.016,0.01,0.016
124,0.952,0.004,0.018,0.0,0.002,0.02,0.004
125,0.994,0.0,0.0,0.002,0.0,0.002,0.002
126,0.926,0.036,0.016,0.002,0.002,0.004,0.014
127,0.974,0.002,0.012,0.0,0.002,0.008,0.002
128,0.974,0.0,0.002,0.004,0.004,0.01,0.006
129,0.992,0.0,0.002,0.0,0.0,0.006,0.0
130,0.972,0.01,0.01,0.0,0.0,0.006,0.002
131,0.896,0.028,0.04,0.014,0.004,0.01,0.008
132,0.76,0.06,0.066,0.026,0.016,0.044,0.028
133,0.56,0.244,0.076,0.034,0.026,0.028,0.032
134,0.782,0.142,0.026,0.012,0.008,0.03,0.0
135,0.914,0.0,0.074,0.008,0.004,0.0,0.0
136,0.97,0.0,0.006,0.004,0.0,0.016,0.004
137,0.754,0.014,0.01,0.006,0.02,0.144,0.052
138,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.522,0.072,0.192,0.046,0.024,0.046,0.098
140,0.27,0.396,0.032,0.018,0.034,0.086,0.164
141,0.646,0.018,0.094,0.062,0.024,0.11,0.046
142,0.818,0.044,0.05,0.008,0.03,0.016,0.034
143,0.726,0.104,0.098,0.012,0.022,0.022,0.016
144,0.812,0.16,0.016,0.002,0.0,0.002,0.008
145,0.978,0.004,0.014,0.002,0.002,0.0,0.0
146,0.694,0.272,0.022,0.002,0.004,0.002,0.004
147,0.632,0.074,0.104,0.028,0.05,0.05,0.062
148,0.538,0.272,0.05,0.012,0.022,0.05,0.056
149,0.92,0.004,0.008,0.014,0.004,0.04,0.01
150,0.778,0.118,0.03,0.032,0.024,0.006,0.012
151,0.69,0.062,0.092,0.012,0.02,0.058,0.066
152,0.372,0.172,0.11,0.024,0.016,0.09,0.216
153,0.542,0.086,0.078,0.054,0.058,0.084,0.098
154,0.242,0.608,0.022,0.018,0.044,0.022,0.044
155,0.964,0.018,0.002,0.002,0.004,0.004,0.006
156,0.998,0.0,0.002,0.0,0.0,0.0,0.0
157,0.996,0.002,0.0,0.0,0.0,0.0,0.002
158,0.982,0.0,0.0,0.004,0.004,0.006,0.004
159,0.998,0.0,0.0,0.0,0.0,0.002,0.0
160,0.968,0.018,0.004,0.0,0.004,0.004,0.002
161,1.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.996,0.002,0.002,0.0,0.0,0.0,0.0
163,0.988,0.006,0.006,0.0,0.0,0.0,0.0
164,0.994,0.002,0.004,0.0,0.0,0.0,0.0
