,0,1,2,3,4,5,6
0,0.986,0.004,0.004,0.0,0.0,0.002,0.004
1,0.506,0.128,0.188,0.01,0.028,0.048,0.092
2,0.714,0.136,0.012,0.046,0.042,0.026,0.024
3,0.996,0.002,0.0,0.0,0.0,0.002,0.0
4,0.994,0.0,0.0,0.0,0.002,0.002,0.002
5,0.784,0.072,0.062,0.024,0.02,0.024,0.014
6,0.408,0.124,0.12,0.058,0.038,0.154,0.098
7,0.99,0.0,0.0,0.004,0.002,0.004,0.0
8,0.968,0.006,0.008,0.004,0.006,0.004,0.004
9,0.998,0.002,0.0,0.0,0.0,0.0,0.0
10,0.984,0.0,0.0,0.008,0.002,0.004,0.002
11,0.998,0.0,0.002,0.0,0.0,0.0,0.0
12,0.99,0.0,0.006,0.0,0.0,0.004,0.0
13,0.944,0.014,0.008,0.0,0.002,0.006,0.026
14,0.994,0.0,0.002,0.0,0.0,0.0,0.004
15,0.984,0.0,0.004,0.0,0.0,0.004,0.008
16,0.916,0.048,0.024,0.006,0.006,0.0,0.0
17,0.986,0.004,0.002,0.0,0.008,0.0,0.0
18,0.972,0.004,0.016,0.0,0.002,0.004,0.002
19,0.918,0.026,0.018,0.012,0.0,0.016,0.01
20,0.77,0.136,0.01,0.046,0.006,0.01,0.022
21,0.91,0.022,0.024,0.012,0.0,0.012,0.02
22,0.974,0.002,0.02,0.002,0.002,0.0,0.0
23,0.908,0.01,0.032,0.006,0.002,0.034,0.008
24,0.966,0.022,0.008,0.0,0.0,0.002,0.002
25,0.952,0.008,0.012,0.006,0.002,0.01,0.01
26,0.98,0.004,0.004,0.002,0.002,0.008,0.0
27,0.84,0.038,0.042,0.008,0.014,0.04,0.018
28,0.974,0.014,0.004,0.0,0.002,0.002,0.004
29,0.732,0.022,0.032,0.036,0.068,0.036,0.074
30,0.526,0.036,0.022,0.106,0.064,0.19,0.056
31,0.968,0.006,0.01,0.002,0.0,0.012,0.002
32,0.874,0.022,0.038,0.014,0.002,0.034,0.016
33,0.946,0.012,0.01,0.002,0.012,0.002,0.016
34,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.952,0.004,0.014,0.0,0.012,0.008,0.01
36,0.982,0.002,0.012,0.0,0.004,0.0,0.0
37,0.982,0.0,0.002,0.004,0.004,0.004,0.004
38,0.988,0.002,0.004,0.0,0.002,0.002,0.002
39,0.902,0.002,0.03,0.01,0.018,0.028,0.01
40,0.98,0.0,0.01,0.0,0.008,0.002,0.0
41,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.912,0.048,0.004,0.002,0.0,0.004,0.03
43,0.94,0.036,0.004,0.006,0.0,0.004,0.01
44,0.566,0.316,0.048,0.034,0.004,0.024,0.008
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.968,0.022,0.0,0.0,0.002,0.0,0.008
47,0.99,0.0,0.01,0.0,0.0,0.0,0.0
48,0.868,0.032,0.012,0.016,0.004,0.04,0.028
49,0.992,0.0,0.004,0.002,0.0,0.002,0.0
50,0.908,0.02,0.008,0.002,0.004,0.038,0.02
51,0.93,0.014,0.022,0.008,0.004,0.014,0.008
52,0.916,0.052,0.002,0.002,0.0,0.0,0.028
53,0.878,0.072,0.014,0.002,0.0,0.004,0.03
54,0.974,0.002,0.0,0.004,0.018,0.002,0.0
55,0.998,0.002,0.0,0.0,0.0,0.0,0.0
56,0.998,0.0,0.0,0.0,0.0,0.002,0.0
57,0.992,0.002,0.0,0.002,0.0,0.004,0.0
58,0.606,0.204,0.034,0.038,0.024,0.042,0.052
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.996,0.002,0.0,0.0,0.0,0.002,0.0
61,0.584,0.04,0.062,0.036,0.05,0.156,0.072
62,0.996,0.002,0.002,0.0,0.0,0.0,0.0
63,0.876,0.07,0.014,0.002,0.004,0.002,0.032
64,0.874,0.046,0.012,0.008,0.012,0.012,0.036
65,0.978,0.0,0.0,0.002,0.008,0.008,0.004
66,0.994,0.0,0.002,0.004,0.0,0.0,0.0
67,0.992,0.0,0.0,0.002,0.004,0.0,0.002
68,0.958,0.01,0.0,0.0,0.022,0.002,0.008
69,0.934,0.006,0.008,0.004,0.0,0.0,0.048
70,0.996,0.002,0.0,0.002,0.0,0.0,0.0
71,0.994,0.002,0.0,0.0,0.002,0.0,0.002
72,0.852,0.084,0.004,0.01,0.02,0.01,0.02
73,0.982,0.004,0.002,0.002,0.002,0.002,0.006
74,0.982,0.0,0.002,0.004,0.002,0.006,0.004
75,0.976,0.008,0.008,0.0,0.002,0.004,0.002
76,0.992,0.0,0.0,0.0,0.002,0.006,0.0
77,0.972,0.004,0.008,0.004,0.004,0.006,0.002
78,0.982,0.004,0.008,0.002,0.0,0.002,0.002
79,0.696,0.018,0.122,0.016,0.014,0.112,0.022
80,0.956,0.002,0.004,0.01,0.018,0.004,0.006
81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.99,0.004,0.004,0.0,0.002,0.0,0.0
83,0.996,0.0,0.0,0.0,0.002,0.0,0.002
84,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.982,0.0,0.004,0.002,0.01,0.002,0.0
86,0.992,0.0,0.006,0.002,0.0,0.0,0.0
87,0.976,0.0,0.02,0.002,0.002,0.0,0.0
88,0.98,0.0,0.008,0.002,0.002,0.002,0.006
89,0.946,0.008,0.008,0.006,0.01,0.006,0.016
90,0.994,0.0,0.0,0.0,0.006,0.0,0.0
91,0.936,0.0,0.0,0.012,0.008,0.028,0.016
92,0.962,0.022,0.006,0.002,0.002,0.006,0.0
93,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.854,0.082,0.014,0.002,0.01,0.006,0.032
95,0.992,0.002,0.0,0.0,0.0,0.0,0.006
96,0.986,0.008,0.002,0.0,0.0,0.0,0.004
97,0.916,0.038,0.016,0.012,0.004,0.006,0.008
98,0.912,0.024,0.012,0.002,0.006,0.03,0.014
99,0.866,0.028,0.004,0.022,0.012,0.036,0.032
100,0.98,0.002,0.002,0.0,0.016,0.0,0.0
101,0.972,0.004,0.0,0.004,0.0,0.02,0.0
102,0.91,0.006,0.032,0.01,0.0,0.028,0.014
103,0.984,0.004,0.002,0.0,0.0,0.008,0.002
104,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.99,0.0,0.008,0.0,0.0,0.002,0.0
106,0.966,0.004,0.008,0.006,0.016,0.0,0.0
107,0.99,0.0,0.0,0.0,0.002,0.008,0.0
108,0.998,0.0,0.0,0.0,0.002,0.0,0.0
109,1.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.994,0.0,0.0,0.0,0.002,0.002,0.002
111,0.948,0.01,0.002,0.006,0.024,0.002,0.008
112,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.986,0.0,0.008,0.0,0.006,0.0,0.0
114,0.996,0.0,0.0,0.0,0.004,0.0,0.0
115,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.996,0.0,0.002,0.0,0.0,0.0,0.002
117,0.998,0.0,0.0,0.0,0.0,0.0,0.002
118,0.994,0.0,0.002,0.0,0.0,0.004,0.0
119,0.91,0.004,0.034,0.018,0.004,0.026,0.004
120,0.962,0.01,0.002,0.004,0.016,0.006,0.0
121,0.996,0.0,0.004,0.0,0.0,0.0,0.0
122,0.95,0.0,0.0,0.002,0.01,0.012,0.026
123,0.994,0.0,0.0,0.0,0.006,0.0,0.0
124,0.994,0.002,0.002,0.002,0.0,0.0,0.0
125,0.838,0.058,0.016,0.03,0.012,0.02,0.026
126,0.942,0.008,0.014,0.002,0.006,0.002,0.026
127,1.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.828,0.034,0.058,0.046,0.026,0.002,0.006
129,0.962,0.004,0.014,0.006,0.002,0.01,0.002
130,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.968,0.012,0.008,0.002,0.0,0.0,0.01
132,0.978,0.0,0.018,0.002,0.0,0.002,0.0
133,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.948,0.002,0.008,0.008,0.026,0.008,0.0
137,0.996,0.0,0.004,0.0,0.0,0.0,0.0
138,0.988,0.004,0.0,0.0,0.002,0.004,0.002
139,0.998,0.0,0.002,0.0,0.0,0.0,0.0
140,0.994,0.002,0.0,0.0,0.0,0.004,0.0
141,0.822,0.03,0.064,0.018,0.014,0.03,0.022
142,0.532,0.314,0.07,0.042,0.006,0.02,0.016
143,0.958,0.008,0.0,0.004,0.016,0.012,0.002
144,0.672,0.016,0.07,0.064,0.022,0.076,0.08
145,0.986,0.002,0.0,0.002,0.008,0.002,0.0
146,0.482,0.05,0.118,0.09,0.122,0.094,0.044
147,0.606,0.242,0.088,0.01,0.016,0.024,0.014
148,0.884,0.042,0.04,0.008,0.016,0.008,0.002
149,0.544,0.066,0.232,0.018,0.04,0.05,0.05
150,0.308,0.392,0.04,0.014,0.036,0.108,0.102
151,0.632,0.02,0.086,0.06,0.028,0.118,0.056
152,0.85,0.056,0.03,0.014,0.02,0.012,0.018
153,0.994,0.0,0.002,0.0,0.0,0.002,0.002
154,0.372,0.178,0.11,0.06,0.078,0.154,0.048
155,0.78,0.142,0.022,0.004,0.02,0.004,0.028
156,0.548,0.08,0.148,0.034,0.032,0.112,0.046
157,0.428,0.364,0.052,0.01,0.014,0.044,0.088
158,0.958,0.004,0.006,0.002,0.004,0.014,0.012
159,0.698,0.032,0.104,0.016,0.03,0.076,0.044
160,0.766,0.058,0.026,0.022,0.048,0.034,0.046
161,0.304,0.56,0.024,0.018,0.03,0.044,0.02
162,0.918,0.014,0.002,0.006,0.024,0.014,0.022
163,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.996,0.0,0.002,0.0,0.0,0.002,0.0
165,0.998,0.002,0.0,0.0,0.0,0.0,0.0
166,0.998,0.0,0.0,0.002,0.0,0.0,0.0
167,0.996,0.0,0.0,0.0,0.002,0.002,0.0
168,0.998,0.0,0.0,0.0,0.002,0.0,0.0
169,0.998,0.0,0.0,0.0,0.002,0.0,0.0
170,0.972,0.008,0.008,0.0,0.004,0.002,0.006
171,0.99,0.002,0.004,0.002,0.002,0.0,0.0
172,0.992,0.002,0.002,0.002,0.0,0.002,0.0
173,0.996,0.0,0.0,0.0,0.002,0.002,0.0
174,0.93,0.018,0.004,0.008,0.03,0.004,0.006
175,0.952,0.02,0.004,0.006,0.012,0.0,0.006
176,0.94,0.026,0.016,0.004,0.002,0.002,0.01
177,0.872,0.05,0.0,0.018,0.03,0.006,0.024
178,0.946,0.03,0.0,0.0,0.004,0.002,0.018
179,0.898,0.048,0.008,0.004,0.002,0.002,0.038
180,0.892,0.084,0.01,0.0,0.006,0.004,0.004
181,0.978,0.016,0.004,0.002,0.0,0.0,0.0
182,0.994,0.004,0.002,0.0,0.0,0.0,0.0
183,0.954,0.02,0.006,0.002,0.002,0.004,0.012
184,0.788,0.092,0.028,0.024,0.02,0.01,0.038
185,0.982,0.004,0.004,0.004,0.0,0.0,0.006
186,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.998,0.0,0.0,0.002,0.0,0.0,0.0
188,0.958,0.014,0.01,0.002,0.01,0.002,0.004
189,0.996,0.0,0.002,0.0,0.0,0.002,0.0
190,0.994,0.0,0.002,0.0,0.0,0.004,0.0
191,0.382,0.122,0.122,0.032,0.076,0.06,0.206
192,0.88,0.042,0.032,0.004,0.004,0.012,0.026
193,0.552,0.124,0.094,0.03,0.034,0.12,0.046
194,0.71,0.23,0.022,0.022,0.01,0.004,0.002
195,0.956,0.0,0.0,0.01,0.006,0.016,0.012
196,0.996,0.0,0.0,0.0,0.002,0.002,0.0
197,0.914,0.046,0.002,0.012,0.014,0.008,0.004
198,0.994,0.0,0.004,0.0,0.0,0.002,0.0
199,0.986,0.0,0.006,0.0,0.0,0.004,0.004
200,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.87,0.056,0.006,0.014,0.032,0.012,0.01
203,0.988,0.0,0.008,0.002,0.002,0.0,0.0
204,0.972,0.002,0.008,0.004,0.006,0.008,0.0
205,0.794,0.128,0.004,0.03,0.012,0.026,0.006
206,0.998,0.0,0.0,0.0,0.002,0.0,0.0
207,0.994,0.0,0.0,0.002,0.002,0.002,0.0
208,0.978,0.006,0.008,0.002,0.002,0.004,0.0
209,0.906,0.02,0.006,0.044,0.018,0.004,0.002
210,0.938,0.022,0.024,0.006,0.002,0.006,0.002
211,0.92,0.024,0.03,0.006,0.004,0.01,0.006
