,0,1,2,3,4,5,6
0,0.99,0.0,0.004,0.0,0.0,0.006,0.0
1,0.772,0.132,0.026,0.014,0.008,0.026,0.022
2,0.89,0.068,0.01,0.01,0.004,0.014,0.004
3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.776,0.106,0.056,0.012,0.01,0.016,0.024
5,0.998,0.0,0.002,0.0,0.0,0.0,0.0
6,0.96,0.026,0.0,0.008,0.002,0.002,0.002
7,0.918,0.018,0.03,0.006,0.004,0.016,0.008
8,0.962,0.002,0.012,0.004,0.01,0.006,0.004
9,0.998,0.0,0.002,0.0,0.0,0.0,0.0
10,0.958,0.016,0.002,0.002,0.012,0.008,0.002
11,0.966,0.022,0.0,0.0,0.006,0.004,0.002
12,0.966,0.016,0.0,0.004,0.002,0.012,0.0
13,0.988,0.002,0.004,0.0,0.0,0.0,0.006
14,0.938,0.006,0.014,0.006,0.006,0.002,0.028
15,0.994,0.002,0.0,0.0,0.002,0.0,0.002
16,0.99,0.0,0.002,0.0,0.002,0.0,0.006
17,0.998,0.0,0.0,0.0,0.0,0.002,0.0
18,0.994,0.0,0.0,0.0,0.0,0.006,0.0
19,0.874,0.034,0.028,0.004,0.012,0.038,0.01
20,0.96,0.016,0.01,0.006,0.0,0.0,0.008
21,0.782,0.13,0.016,0.008,0.004,0.026,0.034
22,0.938,0.016,0.026,0.008,0.008,0.004,0.0
23,0.972,0.004,0.002,0.002,0.002,0.01,0.008
24,0.762,0.084,0.022,0.01,0.008,0.08,0.034
25,0.954,0.004,0.008,0.006,0.002,0.016,0.01
26,0.826,0.08,0.044,0.016,0.018,0.014,0.002
27,0.914,0.002,0.006,0.008,0.012,0.05,0.008
28,0.996,0.0,0.002,0.0,0.0,0.002,0.0
29,0.638,0.022,0.058,0.052,0.054,0.06,0.116
30,0.58,0.046,0.036,0.066,0.034,0.192,0.046
31,0.978,0.0,0.012,0.0,0.002,0.002,0.006
32,0.928,0.014,0.02,0.004,0.0,0.006,0.028
33,0.992,0.0,0.002,0.004,0.0,0.002,0.0
34,0.988,0.002,0.004,0.0,0.002,0.002,0.002
35,0.84,0.108,0.034,0.002,0.004,0.004,0.008
36,0.98,0.0,0.01,0.006,0.0,0.002,0.002
37,0.982,0.004,0.004,0.008,0.002,0.0,0.0
38,0.96,0.01,0.02,0.004,0.0,0.006,0.0
39,0.986,0.002,0.002,0.002,0.0,0.002,0.006
40,0.974,0.004,0.012,0.002,0.006,0.0,0.002
41,0.956,0.008,0.016,0.004,0.002,0.006,0.008
42,0.934,0.022,0.01,0.004,0.012,0.006,0.012
43,0.89,0.068,0.006,0.004,0.002,0.002,0.028
44,0.964,0.012,0.012,0.004,0.006,0.0,0.002
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.948,0.038,0.002,0.0,0.008,0.0,0.004
47,0.836,0.006,0.03,0.026,0.018,0.048,0.036
48,0.994,0.002,0.002,0.0,0.0,0.0,0.002
49,0.996,0.0,0.004,0.0,0.0,0.0,0.0
50,0.72,0.032,0.056,0.04,0.05,0.054,0.048
51,0.932,0.01,0.014,0.004,0.004,0.026,0.01
52,0.992,0.002,0.004,0.002,0.0,0.0,0.0
53,0.994,0.002,0.004,0.0,0.0,0.0,0.0
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.962,0.008,0.008,0.004,0.004,0.004,0.01
56,0.894,0.07,0.004,0.0,0.002,0.002,0.028
57,0.87,0.08,0.018,0.002,0.006,0.0,0.024
58,0.834,0.106,0.002,0.002,0.016,0.034,0.006
59,0.998,0.0,0.002,0.0,0.0,0.0,0.0
60,0.99,0.002,0.002,0.004,0.0,0.002,0.0
61,0.996,0.002,0.0,0.0,0.0,0.002,0.0
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.948,0.012,0.008,0.006,0.012,0.01,0.004
64,0.986,0.004,0.0,0.0,0.0,0.01,0.0
65,0.98,0.0,0.006,0.0,0.002,0.012,0.0
66,0.848,0.01,0.042,0.012,0.024,0.042,0.022
67,0.992,0.004,0.002,0.002,0.0,0.0,0.0
68,0.568,0.056,0.038,0.034,0.082,0.174,0.048
69,0.968,0.022,0.006,0.0,0.004,0.0,0.0
70,0.868,0.08,0.016,0.0,0.006,0.002,0.028
71,0.88,0.064,0.008,0.004,0.004,0.014,0.026
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.994,0.002,0.0,0.002,0.0,0.002,0.0
74,0.95,0.0,0.014,0.002,0.01,0.014,0.01
75,0.996,0.0,0.0,0.0,0.0,0.002,0.002
76,0.956,0.016,0.002,0.0,0.01,0.004,0.012
77,0.994,0.002,0.002,0.0,0.002,0.0,0.0
78,0.998,0.002,0.0,0.0,0.0,0.0,0.0
