,0,1,2,3,4,5,6
0,0.802,0.08,0.014,0.012,0.018,0.036,0.038
1,0.99,0.002,0.004,0.0,0.0,0.004,0.0
2,0.988,0.002,0.0,0.0,0.002,0.002,0.006
3,0.95,0.016,0.012,0.002,0.008,0.01,0.002
4,0.924,0.0,0.006,0.002,0.0,0.068,0.0
5,0.984,0.002,0.008,0.0,0.0,0.004,0.002
6,0.794,0.06,0.056,0.014,0.014,0.03,0.032
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.552,0.082,0.076,0.02,0.016,0.11,0.144
9,0.952,0.01,0.018,0.002,0.002,0.012,0.004
10,0.998,0.0,0.0,0.0,0.0,0.002,0.0
11,0.986,0.002,0.002,0.002,0.002,0.006,0.0
12,0.99,0.006,0.002,0.002,0.0,0.0,0.0
13,0.996,0.0,0.002,0.0,0.002,0.0,0.0
14,0.998,0.0,0.002,0.0,0.0,0.0,0.0
15,0.984,0.0,0.01,0.0,0.0,0.004,0.002
16,0.902,0.0,0.01,0.004,0.012,0.026,0.046
17,0.92,0.008,0.0,0.02,0.012,0.034,0.006
18,0.986,0.002,0.004,0.0,0.0,0.002,0.006
19,0.998,0.002,0.0,0.0,0.0,0.0,0.0
20,0.968,0.002,0.008,0.006,0.002,0.01,0.004
21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.992,0.0,0.002,0.0,0.0,0.006,0.0
23,0.93,0.0,0.01,0.004,0.006,0.012,0.038
24,0.884,0.052,0.03,0.006,0.008,0.012,0.008
25,0.85,0.044,0.008,0.008,0.002,0.072,0.016
26,0.942,0.004,0.014,0.006,0.01,0.018,0.006
27,0.956,0.002,0.0,0.004,0.0,0.032,0.006
28,0.908,0.008,0.018,0.002,0.006,0.044,0.014
29,0.93,0.012,0.02,0.002,0.002,0.024,0.01
30,0.82,0.106,0.038,0.014,0.008,0.01,0.004
31,0.926,0.008,0.032,0.004,0.006,0.024,0.0
32,0.96,0.006,0.018,0.002,0.0,0.01,0.004
33,0.644,0.012,0.052,0.044,0.032,0.09,0.126
34,0.944,0.006,0.01,0.006,0.01,0.02,0.004
35,0.986,0.0,0.006,0.0,0.0,0.006,0.002
36,0.932,0.012,0.02,0.0,0.0,0.002,0.034
37,0.982,0.0,0.008,0.0,0.0,0.008,0.002
38,0.972,0.004,0.012,0.002,0.002,0.004,0.004
39,0.99,0.0,0.002,0.0,0.002,0.002,0.004
40,0.998,0.0,0.002,0.0,0.0,0.0,0.0
41,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.954,0.002,0.016,0.0,0.0,0.01,0.018
43,0.954,0.012,0.01,0.002,0.004,0.01,0.008
44,0.998,0.0,0.002,0.0,0.0,0.0,0.0
45,0.958,0.008,0.022,0.0,0.0,0.008,0.004
46,0.94,0.042,0.008,0.0,0.002,0.004,0.004
47,0.958,0.024,0.014,0.0,0.002,0.0,0.002
