,0,1,2,3,4,5,6
0,0.854,0.07,0.01,0.018,0.024,0.016,0.008
1,0.948,0.026,0.01,0.002,0.008,0.004,0.002
2,0.99,0.002,0.004,0.0,0.002,0.0,0.002
3,0.88,0.014,0.06,0.004,0.004,0.018,0.02
4,0.94,0.004,0.014,0.006,0.016,0.01,0.01
5,0.642,0.164,0.046,0.01,0.016,0.032,0.09
6,0.992,0.002,0.002,0.0,0.002,0.002,0.0
7,0.998,0.0,0.002,0.0,0.0,0.0,0.0
8,0.998,0.0,0.0,0.0,0.002,0.0,0.0
9,0.992,0.002,0.0,0.0,0.0,0.006,0.0
10,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.892,0.02,0.01,0.018,0.01,0.05,0.0
12,0.938,0.03,0.012,0.006,0.0,0.01,0.004
13,0.91,0.058,0.022,0.004,0.004,0.002,0.0
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.78,0.03,0.07,0.004,0.024,0.05,0.042
16,0.912,0.01,0.03,0.004,0.006,0.026,0.012
17,0.938,0.01,0.01,0.006,0.01,0.012,0.014
18,0.964,0.02,0.01,0.0,0.0,0.004,0.002
19,0.966,0.006,0.012,0.0,0.006,0.006,0.004
20,0.966,0.014,0.012,0.004,0.002,0.002,0.0
21,0.99,0.0,0.008,0.0,0.0,0.0,0.002
22,0.882,0.05,0.034,0.002,0.008,0.012,0.012
23,0.982,0.006,0.008,0.0,0.004,0.0,0.0
24,0.988,0.002,0.0,0.002,0.0,0.006,0.002
25,0.964,0.002,0.024,0.0,0.006,0.004,0.0
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.998,0.0,0.0,0.0,0.002,0.0,0.0
28,0.968,0.0,0.018,0.0,0.006,0.004,0.004
29,0.988,0.0,0.002,0.0,0.004,0.0,0.006
30,0.724,0.022,0.12,0.016,0.034,0.038,0.046
31,0.978,0.018,0.002,0.002,0.0,0.0,0.0
32,0.908,0.062,0.008,0.002,0.004,0.0,0.016
33,0.984,0.008,0.004,0.0,0.0,0.004,0.0
34,0.996,0.0,0.002,0.0,0.002,0.0,0.0
35,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.838,0.024,0.016,0.004,0.002,0.08,0.036
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.97,0.008,0.012,0.002,0.002,0.002,0.004
39,0.99,0.0,0.002,0.0,0.0,0.008,0.0
40,0.998,0.002,0.0,0.0,0.0,0.0,0.0
41,0.974,0.002,0.0,0.002,0.002,0.018,0.002
42,0.988,0.0,0.0,0.0,0.0,0.012,0.0
43,0.994,0.002,0.0,0.0,0.0,0.004,0.0
44,0.754,0.008,0.066,0.042,0.026,0.062,0.042
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.972,0.01,0.006,0.002,0.006,0.0,0.004
47,0.992,0.006,0.0,0.0,0.0,0.0,0.002
48,0.928,0.042,0.014,0.0,0.0,0.006,0.01
49,0.958,0.002,0.008,0.004,0.01,0.008,0.01
50,0.994,0.0,0.002,0.0,0.004,0.0,0.0
51,0.978,0.0,0.008,0.002,0.0,0.01,0.002
52,0.996,0.0,0.0,0.002,0.0,0.002,0.0
53,0.99,0.002,0.002,0.0,0.004,0.0,0.002
