,0,1,2,3,4,5,6
0,0.982,0.004,0.004,0.0,0.002,0.006,0.002
1,0.982,0.002,0.014,0.0,0.0,0.002,0.0
2,0.818,0.098,0.014,0.016,0.008,0.026,0.02
3,0.972,0.002,0.01,0.002,0.002,0.01,0.002
4,0.912,0.042,0.01,0.008,0.02,0.004,0.004
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.954,0.004,0.002,0.004,0.004,0.032,0.0
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.98,0.0,0.006,0.0,0.008,0.0,0.006
9,0.722,0.01,0.064,0.048,0.024,0.12,0.012
10,0.992,0.0,0.002,0.0,0.004,0.002,0.0
11,0.966,0.012,0.002,0.012,0.002,0.002,0.004
12,0.578,0.15,0.05,0.026,0.008,0.068,0.12
13,0.956,0.018,0.004,0.006,0.01,0.004,0.002
14,0.998,0.0,0.0,0.0,0.002,0.0,0.0
15,0.994,0.0,0.0,0.002,0.0,0.004,0.0
16,0.998,0.0,0.0,0.0,0.0,0.002,0.0
17,0.992,0.006,0.0,0.002,0.0,0.0,0.0
18,0.906,0.008,0.016,0.008,0.01,0.03,0.022
19,0.968,0.012,0.006,0.006,0.0,0.006,0.002
20,0.924,0.032,0.022,0.008,0.002,0.01,0.002
21,0.944,0.002,0.02,0.006,0.0,0.024,0.004
22,0.99,0.0,0.002,0.0,0.0,0.006,0.002
23,0.716,0.024,0.068,0.004,0.012,0.08,0.096
24,0.936,0.018,0.026,0.004,0.0,0.004,0.012
25,0.898,0.008,0.016,0.014,0.012,0.028,0.024
26,0.954,0.006,0.002,0.012,0.006,0.02,0.0
27,0.972,0.014,0.008,0.0,0.002,0.002,0.002
28,0.876,0.028,0.042,0.01,0.01,0.024,0.01
29,0.594,0.012,0.052,0.04,0.056,0.172,0.074
30,0.896,0.024,0.028,0.01,0.004,0.01,0.028
31,0.976,0.0,0.008,0.004,0.002,0.01,0.0
32,0.966,0.002,0.0,0.004,0.012,0.012,0.004
33,0.876,0.07,0.018,0.008,0.0,0.018,0.01
34,0.99,0.0,0.008,0.0,0.0,0.002,0.0
35,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.972,0.006,0.012,0.0,0.0,0.004,0.006
37,0.974,0.0,0.016,0.0,0.002,0.006,0.002
38,0.97,0.0,0.0,0.0,0.002,0.016,0.012
39,0.818,0.006,0.076,0.014,0.016,0.05,0.02
40,0.71,0.024,0.094,0.03,0.03,0.066,0.046
41,0.912,0.014,0.01,0.002,0.022,0.026,0.014
42,0.998,0.0,0.0,0.0,0.0,0.002,0.0
43,0.954,0.006,0.028,0.002,0.0,0.006,0.004
44,0.958,0.018,0.006,0.006,0.002,0.0,0.01
45,0.952,0.022,0.01,0.002,0.002,0.0,0.012
46,0.976,0.004,0.01,0.0,0.002,0.004,0.004
47,0.602,0.24,0.054,0.014,0.024,0.042,0.024
48,0.902,0.038,0.012,0.002,0.004,0.002,0.04
49,0.7,0.016,0.046,0.048,0.018,0.142,0.03
50,0.992,0.002,0.0,0.0,0.0,0.002,0.004
51,0.588,0.064,0.052,0.062,0.064,0.104,0.066
52,0.938,0.02,0.004,0.004,0.008,0.024,0.002
53,0.916,0.01,0.02,0.008,0.0,0.032,0.014
54,0.87,0.04,0.048,0.016,0.0,0.016,0.01
55,0.926,0.03,0.014,0.004,0.002,0.004,0.02
56,0.912,0.048,0.002,0.008,0.024,0.006,0.0
57,0.998,0.0,0.0,0.0,0.0,0.002,0.0
58,0.956,0.012,0.008,0.004,0.006,0.012,0.002
59,0.996,0.0,0.002,0.0,0.0,0.0,0.002
60,0.994,0.0,0.0,0.0,0.0,0.006,0.0
61,0.992,0.002,0.0,0.002,0.002,0.002,0.0
62,0.98,0.0,0.0,0.004,0.002,0.012,0.002
63,0.99,0.002,0.004,0.0,0.004,0.0,0.0
64,0.992,0.0,0.0,0.0,0.002,0.006,0.0
65,0.954,0.01,0.006,0.004,0.006,0.02,0.0
66,0.982,0.0,0.0,0.0,0.0,0.018,0.0
67,0.988,0.0,0.002,0.0,0.0,0.01,0.0
68,0.998,0.0,0.0,0.0,0.0,0.002,0.0
69,0.994,0.0,0.0,0.0,0.002,0.004,0.0
70,0.984,0.002,0.01,0.002,0.0,0.0,0.002
71,0.97,0.01,0.0,0.002,0.006,0.006,0.006
72,0.932,0.026,0.024,0.0,0.0,0.006,0.012
73,0.994,0.0,0.0,0.0,0.002,0.0,0.004
74,0.974,0.0,0.004,0.008,0.006,0.006,0.002
75,0.984,0.002,0.008,0.004,0.0,0.002,0.0
76,0.996,0.0,0.0,0.0,0.0,0.004,0.0
77,0.92,0.006,0.01,0.004,0.014,0.036,0.01
78,0.94,0.01,0.008,0.002,0.014,0.012,0.014
79,0.96,0.006,0.01,0.0,0.008,0.01,0.006
80,0.96,0.012,0.0,0.002,0.002,0.002,0.022
81,0.992,0.002,0.004,0.0,0.002,0.0,0.0
82,0.974,0.002,0.014,0.0,0.002,0.004,0.004
83,0.858,0.08,0.004,0.006,0.028,0.006,0.018
84,0.994,0.0,0.0,0.0,0.0,0.006,0.0
85,0.992,0.002,0.0,0.0,0.0,0.006,0.0
86,0.974,0.004,0.004,0.0,0.002,0.008,0.008
87,0.984,0.002,0.004,0.0,0.002,0.008,0.0
88,0.94,0.002,0.01,0.004,0.006,0.028,0.01
89,0.956,0.004,0.012,0.01,0.006,0.012,0.0
90,0.974,0.004,0.0,0.0,0.006,0.002,0.014
91,0.982,0.004,0.004,0.002,0.0,0.004,0.004
92,0.998,0.002,0.0,0.0,0.0,0.0,0.0
93,0.994,0.0,0.0,0.0,0.0,0.004,0.002
94,0.972,0.004,0.008,0.0,0.002,0.012,0.002
95,0.998,0.0,0.0,0.0,0.0,0.002,0.0
96,0.95,0.006,0.004,0.012,0.016,0.012,0.0
97,0.988,0.0,0.002,0.006,0.0,0.004,0.0
98,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.978,0.014,0.002,0.0,0.006,0.0,0.0
100,0.938,0.012,0.01,0.002,0.02,0.014,0.004
101,0.966,0.004,0.006,0.008,0.01,0.004,0.002
102,0.934,0.016,0.004,0.004,0.02,0.008,0.014
103,0.918,0.012,0.0,0.016,0.01,0.018,0.026
104,0.984,0.004,0.008,0.0,0.0,0.004,0.0
